Alpha-2,Alpha-3,Country,country code,Country-Code,Date,Iso 3166-2,over 1% dates,Region,Region-Code,Sub-Region,Number of Records,Sub-Region-Code,Xmas Normalized,Xmas Pcnt
ID,IDN,Indonesia,ID,360,8/25/2017,ISO 3166-2:ID,,Asia,142,South-Eastern Asia,1,35,0.000137650,0.001215326
MY,MYS,Malaysia,MY,458,8/25/2017,ISO 3166-2:MY,,Asia,142,South-Eastern Asia,1,35,7.495588591e-05,0.001207467
PH,PHL,Philippines,PH,608,8/25/2017,ISO 3166-2:PH,,Asia,142,South-Eastern Asia,1,35,0.000561108,0.002228365
SG,SGP,Singapore,SG,702,8/25/2017,ISO 3166-2:SG,,Asia,142,South-Eastern Asia,1,35,8.934918749e-05,0.001268392
TH,THA,Thailand,TH,764,8/25/2017,ISO 3166-2:TH,,Asia,142,South-Eastern Asia,1,35,7.307368494e-06,0.000623580
CY,CYP,Cyprus,CY,196,8/25/2017,ISO 3166-2:CY,,Asia,142,Western Asia,1,145,1.845295074e-07,0.000194609
TR,TUR,Turkey,TR,792,8/25/2017,ISO 3166-2:TR,,Asia,142,Western Asia,1,145,6.210340572e-05,0.000522138
BG,BGR,Bulgaria,BG,100,8/25/2017,ISO 3166-2:BG,,Europe,150,Eastern Europe,1,151,1.356291880e-06,0.000328453
CZ,CZE,Czech Republic,CZ,203,8/25/2017,ISO 3166-2:CZ,,Europe,150,Eastern Europe,1,151,2.139619639e-05,0.000733580
HU,HUN,Hungary,HU,348,8/25/2017,ISO 3166-2:HU,,Europe,150,Eastern Europe,1,151,1.332303044e-05,0.000700429
PL,POL,Poland,PL,616,8/25/2017,ISO 3166-2:PL,,Europe,150,Eastern Europe,1,151,8.927537569e-05,0.000776976
SK,SVK,Slovakia,SK,703,8/25/2017,ISO 3166-2:SK,,Europe,150,Eastern Europe,1,151,3.810534328e-06,0.000509818
DK,DNK,Denmark,DK,208,8/25/2017,ISO 3166-2:DK,,Europe,150,Northern Europe,1,154,0.000324034,0.002004297
EE,EST,Estonia,EE,233,8/25/2017,ISO 3166-2:EE,,Europe,150,Northern Europe,1,154,3.469154740e-06,0.000537963
FI,FIN,Finland,FI,246,8/25/2017,ISO 3166-2:FI,,Europe,150,Northern Europe,1,154,0.000181854,0.001210393
GB,GBR,United Kingdom,GB,826,8/25/2017,ISO 3166-2:GB,,Europe,150,Northern Europe,1,154,0.001469427,0.001385262
IE,IRL,Ireland,IE,372,8/25/2017,ISO 3166-2:IE,,Europe,150,Northern Europe,1,154,0.000101353,0.001364528
IS,ISL,Iceland,IS,352,8/25/2017,ISO 3166-2:IS,,Europe,150,Northern Europe,1,154,1.189292675e-05,0.001081516
LT,LTU,Lithuania,LT,440,8/25/2017,ISO 3166-2:LT,,Europe,150,Northern Europe,1,154,3.256945806e-06,0.000539519
LV,LVA,Latvia,LV,428,8/25/2017,ISO 3166-2:LV,,Europe,150,Northern Europe,1,154,4.816220144e-06,0.000598114
NO,NOR,Norway,NO,578,8/25/2017,ISO 3166-2:NO,,Europe,150,Northern Europe,1,154,0.000609381,0.002547589
SE,SWE,Sweden,SE,752,8/25/2017,ISO 3166-2:SE,,Europe,150,Northern Europe,1,154,0.001309126,0.002645475
AD,AND,Andorra,AD,20,8/25/2017,ISO 3166-2:AD,,Europe,150,Southern Europe,1,39,1.568500813e-07,0.001203966
ES,ESP,Spain,ES,724,8/25/2017,ISO 3166-2:ES,,Europe,150,Southern Europe,1,39,0.000434253,0.001072771
GR,GRC,Greece,GR,300,8/25/2017,ISO 3166-2:GR,,Europe,150,Southern Europe,1,39,5.406714567e-06,0.000573900
IT,ITA,Italy,IT,380,8/25/2017,ISO 3166-2:IT,,Europe,150,Southern Europe,1,39,0.000292655,0.001176623
MT,MLT,Malta,MT,470,8/25/2017,ISO 3166-2:MT,,Europe,150,Southern Europe,1,39,2.970925069e-06,0.000887950
PT,PRT,Portugal,PT,620,8/25/2017,ISO 3166-2:PT,,Europe,150,Southern Europe,1,39,3.148073397e-05,0.000660660
AT,AUT,Austria,AT,40,8/25/2017,ISO 3166-2:AT,,Europe,150,Western Europe,1,155,4.078102114e-05,0.000918621
BE,BEL,Belgium,BE,56,8/25/2017,ISO 3166-2:BE,,Europe,150,Western Europe,1,155,8.442224965e-05,0.001067435
CH,CHE,Switzerland,CH,756,8/25/2017,ISO 3166-2:CH,,Europe,150,Western Europe,1,155,7.151441060e-05,0.000891565
DE,DEU,Germany,DE,276,8/25/2017,ISO 3166-2:DE,,Europe,150,Western Europe,1,155,0.001379386,0.001499195
FR,FRA,France,FR,250,8/25/2017,ISO 3166-2:FR,,Europe,150,Western Europe,1,155,0.000308035,0.000846225
LI,LIE,Liechtenstein,LI,438,8/25/2017,ISO 3166-2:LI,,Europe,150,Western Europe,1,155,0,0
LU,LUX,Luxembourg,LU,442,8/25/2017,ISO 3166-2:LU,,Europe,150,Western Europe,1,155,1.540821387e-06,0.000555068
MC,MCO,Monaco,MC,492,8/25/2017,ISO 3166-2:MC,,Europe,150,Western Europe,1,155,0,0
NL,NLD,Netherlands,NL,528,8/25/2017,ISO 3166-2:NL,,Europe,150,Western Europe,1,155,0.000646721,0.001647549
AU,AUS,Australia,AU,36,8/26/2017,ISO 3166-2:AU,,Oceania,9,Australia and New Zealand,1,53,0.000566256,0.001162221
NZ,NZL,New Zealand,NZ,554,8/26/2017,ISO 3166-2:NZ,,Oceania,9,Australia and New Zealand,1,53,0.000124604,0.001172756
DO,DOM,Dominican Republic,DO,214,8/26/2017,ISO 3166-2:DO,,Americas,19,Caribbean,1,29,1.331380396e-05,0.000883670
CR,CRI,Costa Rica,CR,188,8/26/2017,ISO 3166-2:CR,,Americas,19,Central America,1,13,2.743031128e-05,0.000624907
GT,GTM,Guatemala,GT,320,8/26/2017,ISO 3166-2:GT,,Americas,19,Central America,1,13,8.479130866e-06,0.000488590
HN,HND,Honduras,HN,340,8/26/2017,ISO 3166-2:HN,,Americas,19,Central America,1,13,4.216499245e-06,0.000438712
MX,MEX,Mexico,MX,484,8/26/2017,ISO 3166-2:MX,,Americas,19,Central America,1,13,0.000788338,0.000814808
NI,NIC,Nicaragua,NI,558,8/26/2017,ISO 3166-2:NI,,Americas,19,Central America,1,13,1.494689010e-06,0.000350886
PA,PAN,Panama,PA,591,8/26/2017,ISO 3166-2:PA,,Americas,19,Central America,1,13,7.233556691e-06,0.000646482
SV,SLV,El Salvador,SV,222,8/26/2017,ISO 3166-2:SV,,Americas,19,Central America,1,13,4.936164324e-06,0.000480202
CA,CAN,Canada,CA,124,8/26/2017,ISO 3166-2:CA,,Americas,19,Northern America,1,21,0.000499217,0.001022615
US,USA,United States of America,US,840,8/26/2017,ISO 3166-2:US,,Americas,19,Northern America,1,21,0.007416462,0.001487064
AR,ARG,Argentina,AR,32,8/26/2017,ISO 3166-2:AR,,Americas,19,South America,1,5,0.000221638,0.000701854
BO,BOL,Bolivia (Plurinational State of),BO,68,8/26/2017,ISO 3166-2:BO,,Americas,19,South America,1,5,2.528054252e-06,0.000280103
BR,BRA,Brazil,BR,76,8/26/2017,ISO 3166-2:BR,,Americas,19,South America,1,5,0.000562815,0.000586220
CL,CHL,Chile,CL,152,8/26/2017,ISO 3166-2:CL,,Americas,19,South America,1,5,0.000156121,0.000634695
CO,COL,Colombia,CO,170,8/26/2017,ISO 3166-2:CO,,Americas,19,South America,1,5,7.761311082e-05,0.000853234
EC,ECU,Ecuador,EC,218,8/26/2017,ISO 3166-2:EC,,Americas,19,South America,1,5,1.503915485e-05,0.000530887
PE,PER,Peru,PE,604,8/26/2017,ISO 3166-2:PE,,Americas,19,South America,1,5,0.000102488,0.000806218
PY,PRY,Paraguay,PY,600,8/26/2017,ISO 3166-2:PY,,Americas,19,South America,1,5,7.713333410e-06,0.000547391
UY,URY,Uruguay,UY,858,8/26/2017,ISO 3166-2:UY,,Americas,19,South America,1,5,4.917711373e-06,0.000338163
HK,HKG,Hong Kong,HK,344,8/26/2017,ISO 3166-2:HK,,Asia,142,Eastern Asia,1,30,4.538503235e-05,0.001571266
JP,JPN,Japan,JP,392,8/26/2017,ISO 3166-2:JP,,Asia,142,Eastern Asia,1,30,0.000101694,0.002409356
TW,TWN,"Taiwan, Province of China",TW,158,8/26/2017,ISO 3166-2:TW,,Asia,142,Eastern Asia,1,30,4.937086971e-05,0.001336517
ID,IDN,Indonesia,ID,360,8/26/2017,ISO 3166-2:ID,,Asia,142,South-Eastern Asia,1,35,0.000106492,0.001069469
MY,MYS,Malaysia,MY,458,8/26/2017,ISO 3166-2:MY,,Asia,142,South-Eastern Asia,1,35,6.068252852e-05,0.001164357
PH,PHL,Philippines,PH,608,8/26/2017,ISO 3166-2:PH,,Asia,142,South-Eastern Asia,1,35,0.000530236,0.002160854
SG,SGP,Singapore,SG,702,8/26/2017,ISO 3166-2:SG,,Asia,142,South-Eastern Asia,1,35,8.613837406e-05,0.001358852
TH,THA,Thailand,TH,764,8/26/2017,ISO 3166-2:TH,,Asia,142,South-Eastern Asia,1,35,8.073165950e-06,0.000708933
CY,CYP,Cyprus,CY,196,8/26/2017,ISO 3166-2:CY,,Asia,142,Western Asia,1,145,2.122089335e-07,0.000244299
TR,TUR,Turkey,TR,792,8/26/2017,ISO 3166-2:TR,,Asia,142,Western Asia,1,145,5.807143599e-05,0.000522845
BG,BGR,Bulgaria,BG,100,8/26/2017,ISO 3166-2:BG,,Europe,150,Eastern Europe,1,151,9.872328647e-07,0.000303947
CZ,CZE,Czech Republic,CZ,203,8/26/2017,ISO 3166-2:CZ,,Europe,150,Eastern Europe,1,151,1.751185025e-05,0.000753761
HU,HUN,Hungary,HU,348,8/26/2017,ISO 3166-2:HU,,Europe,150,Eastern Europe,1,151,9.383325452e-06,0.000592428
PL,POL,Poland,PL,616,8/26/2017,ISO 3166-2:PL,,Europe,150,Eastern Europe,1,151,7.600770411e-05,0.000764741
SK,SVK,Slovakia,SK,703,8/26/2017,ISO 3166-2:SK,,Europe,150,Eastern Europe,1,151,3.718269575e-06,0.000604864
DK,DNK,Denmark,DK,208,8/26/2017,ISO 3166-2:DK,,Europe,150,Northern Europe,1,154,0.000313064,0.002191174
EE,EST,Estonia,EE,233,8/26/2017,ISO 3166-2:EE,,Europe,150,Northern Europe,1,154,2.684904333e-06,0.000497658
FI,FIN,Finland,FI,246,8/26/2017,ISO 3166-2:FI,,Europe,150,Northern Europe,1,154,0.000186236,0.001351011
GB,GBR,United Kingdom,GB,826,8/26/2017,ISO 3166-2:GB,,Europe,150,Northern Europe,1,154,0.001398752,0.001459652
IE,IRL,Ireland,IE,372,8/26/2017,ISO 3166-2:IE,,Europe,150,Northern Europe,1,154,9.499579042e-05,0.001398896
IS,ISL,Iceland,IS,352,8/26/2017,ISO 3166-2:IS,,Europe,150,Northern Europe,1,154,1.285248019e-05,0.001333644
LT,LTU,Lithuania,LT,440,8/26/2017,ISO 3166-2:LT,,Europe,150,Northern Europe,1,154,2.934019168e-06,0.000601398
LV,LVA,Latvia,LV,428,8/26/2017,ISO 3166-2:LV,,Europe,150,Northern Europe,1,154,4.142687442e-06,0.000640807
NO,NOR,Norway,NO,578,8/26/2017,ISO 3166-2:NO,,Europe,150,Northern Europe,1,154,0.000588741,0.002763620
SE,SWE,Sweden,SE,752,8/26/2017,ISO 3166-2:SE,,Europe,150,Northern Europe,1,154,0.001269655,0.002815811
AD,AND,Andorra,AD,20,8/26/2017,ISO 3166-2:AD,,Europe,150,Southern Europe,1,39,1.107177045e-07,0.001031637
ES,ESP,Spain,ES,724,8/26/2017,ISO 3166-2:ES,,Europe,150,Southern Europe,1,39,0.000362268,0.001023442
GR,GRC,Greece,GR,300,8/26/2017,ISO 3166-2:GR,,Europe,150,Southern Europe,1,39,5.028429077e-06,0.000563784
IT,ITA,Italy,IT,380,8/26/2017,ISO 3166-2:IT,,Europe,150,Southern Europe,1,39,0.000273371,0.001190779
MT,MLT,Malta,MT,470,8/26/2017,ISO 3166-2:MT,,Europe,150,Southern Europe,1,39,2.343524744e-06,0.000868587
PT,PRT,Portugal,PT,620,8/26/2017,ISO 3166-2:PT,,Europe,150,Southern Europe,1,39,2.128547868e-05,0.000572235
AT,AUT,Austria,AT,40,8/26/2017,ISO 3166-2:AT,,Europe,150,Western Europe,1,155,4.127002433e-05,0.001026888
BE,BEL,Belgium,BE,56,8/26/2017,ISO 3166-2:BE,,Europe,150,Western Europe,1,155,8.329661965e-05,0.001106031
CH,CHE,Switzerland,CH,756,8/26/2017,ISO 3166-2:CH,,Europe,150,Western Europe,1,155,7.208645207e-05,0.000968532
DE,DEU,Germany,DE,276,8/26/2017,ISO 3166-2:DE,,Europe,150,Western Europe,1,155,0.001371820,0.001578088
FR,FRA,France,FR,250,8/26/2017,ISO 3166-2:FR,,Europe,150,Western Europe,1,155,0.000334303,0.000957993
LI,LIE,Liechtenstein,LI,438,8/26/2017,ISO 3166-2:LI,,Europe,150,Western Europe,1,155,0,0
LU,LUX,Luxembourg,LU,442,8/26/2017,ISO 3166-2:LU,,Europe,150,Western Europe,1,155,1.808389173e-06,0.000665469
MC,MCO,Monaco,MC,492,8/26/2017,ISO 3166-2:MC,,Europe,150,Western Europe,1,155,0,0
NL,NLD,Netherlands,NL,528,8/26/2017,ISO 3166-2:NL,,Europe,150,Western Europe,1,155,0.000651426,0.001756839
AU,AUS,Australia,AU,36,8/27/2017,ISO 3166-2:AU,,Oceania,9,Australia and New Zealand,1,53,0.000525134,0.001181299
NZ,NZL,New Zealand,NZ,554,8/27/2017,ISO 3166-2:NZ,,Oceania,9,Australia and New Zealand,1,53,0.000113273,0.001160591
DO,DOM,Dominican Republic,DO,214,8/27/2017,ISO 3166-2:DO,,Americas,19,Caribbean,1,29,8.875869307e-06,0.000709320
CR,CRI,Costa Rica,CR,188,8/27/2017,ISO 3166-2:CR,,Americas,19,Central America,1,13,1.947708951e-05,0.000591373
GT,GTM,Guatemala,GT,320,8/27/2017,ISO 3166-2:GT,,Americas,19,Central America,1,13,6.984441856e-06,0.000507161
HN,HND,Honduras,HN,340,8/27/2017,ISO 3166-2:HN,,Americas,19,Central America,1,13,3.912025557e-06,0.000499897
MX,MEX,Mexico,MX,484,8/27/2017,ISO 3166-2:MX,,Americas,19,Central America,1,13,0.000638804,0.000824153
NI,NIC,Nicaragua,NI,558,8/27/2017,ISO 3166-2:NI,,Americas,19,Central America,1,13,1.467009584e-06,0.000412329
PA,PAN,Panama,PA,591,8/27/2017,ISO 3166-2:PA,,Americas,19,Central America,1,13,5.821905959e-06,0.000638907
SV,SLV,El Salvador,SV,222,8/27/2017,ISO 3166-2:SV,,Americas,19,Central America,1,13,4.345669900e-06,0.000504577
CA,CAN,Canada,CA,124,8/27/2017,ISO 3166-2:CA,,Americas,19,Northern America,1,21,0.000452623,0.001048354
US,USA,United States of America,US,840,8/27/2017,ISO 3166-2:US,,Americas,19,Northern America,1,21,0.007183641,0.001647300
AR,ARG,Argentina,AR,32,8/27/2017,ISO 3166-2:AR,,Americas,19,South America,1,5,0.000184437,0.000727506
BO,BOL,Bolivia (Plurinational State of),BO,68,8/27/2017,ISO 3166-2:BO,,Americas,19,South America,1,5,2.352751220e-06,0.000323528
BR,BRA,Brazil,BR,76,8/27/2017,ISO 3166-2:BR,,Americas,19,South America,1,5,0.000484196,0.000615445
CL,CHL,Chile,CL,152,8/27/2017,ISO 3166-2:CL,,Americas,19,South America,1,5,0.000132658,0.000663987
CO,COL,Colombia,CO,170,8/27/2017,ISO 3166-2:CO,,Americas,19,South America,1,5,6.403173908e-05,0.000853319
EC,ECU,Ecuador,EC,218,8/27/2017,ISO 3166-2:EC,,Americas,19,South America,1,5,1.228966519e-05,0.000521141
PE,PER,Peru,PE,604,8/27/2017,ISO 3166-2:PE,,Americas,19,South America,1,5,8.048254466e-05,0.000791480
PY,PRY,Paraguay,PY,600,8/27/2017,ISO 3166-2:PY,,Americas,19,South America,1,5,6.172512023e-06,0.000547483
UY,URY,Uruguay,UY,858,8/27/2017,ISO 3166-2:UY,,Americas,19,South America,1,5,4.087328589e-06,0.000303566
HK,HKG,Hong Kong,HK,344,8/27/2017,ISO 3166-2:HK,,Asia,142,Eastern Asia,1,30,4.025511204e-05,0.001680404
JP,JPN,Japan,JP,392,8/27/2017,ISO 3166-2:JP,,Asia,142,Eastern Asia,1,30,0.000103134,0.002402883
TW,TWN,"Taiwan, Province of China",TW,158,8/27/2017,ISO 3166-2:TW,,Asia,142,Eastern Asia,1,30,4.988755233e-05,0.001364976
ID,IDN,Indonesia,ID,360,8/27/2017,ISO 3166-2:ID,,Asia,142,South-Eastern Asia,1,35,0.000117075,0.001164384
MY,MYS,Malaysia,MY,458,8/27/2017,ISO 3166-2:MY,,Asia,142,South-Eastern Asia,1,35,6.084860507e-05,0.001196795
PH,PHL,Philippines,PH,608,8/27/2017,ISO 3166-2:PH,,Asia,142,South-Eastern Asia,1,35,0.000497095,0.002234075
SG,SGP,Singapore,SG,702,8/27/2017,ISO 3166-2:SG,,Asia,142,South-Eastern Asia,1,35,8.794676324e-05,0.001416836
TH,THA,Thailand,TH,764,8/27/2017,ISO 3166-2:TH,,Asia,142,South-Eastern Asia,1,35,8.737472176e-06,0.000753872
CY,CYP,Cyprus,CY,196,8/27/2017,ISO 3166-2:CY,,Asia,142,Western Asia,1,145,2.214354089e-07,0.000314391
TR,TUR,Turkey,TR,792,8/27/2017,ISO 3166-2:TR,,Asia,142,Western Asia,1,145,5.461150772e-05,0.000529117
BG,BGR,Bulgaria,BG,100,8/27/2017,ISO 3166-2:BG,,Europe,150,Eastern Europe,1,151,9.411004878e-07,0.000311330
CZ,CZE,Czech Republic,CZ,203,8/27/2017,ISO 3166-2:CZ,,Europe,150,Eastern Europe,1,151,1.780709747e-05,0.000779233
HU,HUN,Hungary,HU,348,8/27/2017,ISO 3166-2:HU,,Europe,150,Eastern Europe,1,151,9.217248896e-06,0.000634756
PL,POL,Poland,PL,616,8/27/2017,ISO 3166-2:PL,,Europe,150,Eastern Europe,1,151,7.437461797e-05,0.000831059
SK,SVK,Slovakia,SK,703,8/27/2017,ISO 3166-2:SK,,Europe,150,Eastern Europe,1,151,2.823301464e-06,0.000498545
DK,DNK,Denmark,DK,208,8/27/2017,ISO 3166-2:DK,,Europe,150,Northern Europe,1,154,0.000289767,0.002381225
EE,EST,Estonia,EE,233,8/27/2017,ISO 3166-2:EE,,Europe,150,Northern Europe,1,154,2.897113267e-06,0.000566067
FI,FIN,Finland,FI,246,8/27/2017,ISO 3166-2:FI,,Europe,150,Northern Europe,1,154,0.000158548,0.001434262
GB,GBR,United Kingdom,GB,826,8/27/2017,ISO 3166-2:GB,,Europe,150,Northern Europe,1,154,0.001310501,0.001495584
IE,IRL,Ireland,IE,372,8/27/2017,ISO 3166-2:IE,,Europe,150,Northern Europe,1,154,8.233706621e-05,0.001490298
IS,ISL,Iceland,IS,352,8/27/2017,ISO 3166-2:IS,,Europe,150,Northern Europe,1,154,1.136701766e-05,0.001317478
LT,LTU,Lithuania,LT,440,8/27/2017,ISO 3166-2:LT,,Europe,150,Northern Europe,1,154,2.823301464e-06,0.000600957
LV,LVA,Latvia,LV,428,8/27/2017,ISO 3166-2:LV,,Europe,150,Northern Europe,1,154,3.349210560e-06,0.000555599
NO,NOR,Norway,NO,578,8/27/2017,ISO 3166-2:NO,,Europe,150,Northern Europe,1,154,0.000520798,0.002904276
SE,SWE,Sweden,SE,752,8/27/2017,ISO 3166-2:SE,,Europe,150,Northern Europe,1,154,0.001012606,0.002876590
AD,AND,Andorra,AD,20,8/27/2017,ISO 3166-2:AD,,Europe,150,Southern Europe,1,39,1.568500813e-07,0.001708543
ES,ESP,Spain,ES,724,8/27/2017,ISO 3166-2:ES,,Europe,150,Southern Europe,1,39,0.000335816,0.001093156
GR,GRC,Greece,GR,300,8/27/2017,ISO 3166-2:GR,,Europe,150,Southern Europe,1,39,3.930478508e-06,0.000474446
IT,ITA,Italy,IT,380,8/27/2017,ISO 3166-2:IT,,Europe,150,Southern Europe,1,39,0.000243477,0.001186500
MT,MLT,Malta,MT,470,8/27/2017,ISO 3166-2:MT,,Europe,150,Southern Europe,1,39,2.039051057e-06,0.000919565
PT,PRT,Portugal,PT,620,8/27/2017,ISO 3166-2:PT,,Europe,150,Southern Europe,1,39,1.904344517e-05,0.000592406
AT,AUT,Austria,AT,40,8/27/2017,ISO 3166-2:AT,,Europe,150,Western Europe,1,155,3.772705779e-05,0.001093220
BE,BEL,Belgium,BE,56,8/27/2017,ISO 3166-2:BE,,Europe,150,Western Europe,1,155,7.601693058e-05,0.001119898
CH,CHE,Switzerland,CH,756,8/27/2017,ISO 3166-2:CH,,Europe,150,Western Europe,1,155,7.432848559e-05,0.001183975
DE,DEU,Germany,DE,276,8/27/2017,ISO 3166-2:DE,,Europe,150,Western Europe,1,155,0.001367530,0.001759563
FR,FRA,France,FR,250,8/27/2017,ISO 3166-2:FR,,Europe,150,Western Europe,1,155,0.000280227,0.000916909
LI,LIE,Liechtenstein,LI,438,8/27/2017,ISO 3166-2:LI,,Europe,150,Western Europe,1,155,0,0
LU,LUX,Luxembourg,LU,442,8/27/2017,ISO 3166-2:LU,,Europe,150,Western Europe,1,155,1.577727288e-06,0.000675227
MC,MCO,Monaco,MC,492,8/27/2017,ISO 3166-2:MC,,Europe,150,Western Europe,1,155,0,0
NL,NLD,Netherlands,NL,528,8/27/2017,ISO 3166-2:NL,,Europe,150,Western Europe,1,155,0.000592810,0.001833308
AU,AUS,Australia,AU,36,8/28/2017,ISO 3166-2:AU,,Oceania,9,Australia and New Zealand,1,53,0.000450270,0.000926637
NZ,NZL,New Zealand,NZ,554,8/28/2017,ISO 3166-2:NZ,,Oceania,9,Australia and New Zealand,1,53,8.495738522e-05,0.000808673
DO,DOM,Dominican Republic,DO,214,8/28/2017,ISO 3166-2:DO,,Americas,19,Caribbean,1,29,1.141315003e-05,0.000855662
CR,CRI,Costa Rica,CR,188,8/28/2017,ISO 3166-2:CR,,Americas,19,Central America,1,13,1.722582952e-05,0.000405769
GT,GTM,Guatemala,GT,320,8/28/2017,ISO 3166-2:GT,,Americas,19,Central America,1,13,6.043341368e-06,0.000366744
HN,HND,Honduras,HN,340,8/28/2017,ISO 3166-2:HN,,Americas,19,Central America,1,13,1.485462535e-06,0.000168667
MX,MEX,Mexico,MX,484,8/28/2017,ISO 3166-2:MX,,Americas,19,Central America,1,13,0.000698297,0.000774523
NI,NIC,Nicaragua,NI,558,8/28/2017,ISO 3166-2:NI,,Americas,19,Central America,1,13,5.720414730e-07,0.000153289
PA,PAN,Panama,PA,591,8/28/2017,ISO 3166-2:PA,,Americas,19,Central America,1,13,4.198046294e-06,0.000416831
SV,SLV,El Salvador,SV,222,8/28/2017,ISO 3166-2:SV,,Americas,19,Central America,1,13,3.035510397e-06,0.000324659
CA,CAN,Canada,CA,124,8/28/2017,ISO 3166-2:CA,,Americas,19,Northern America,1,21,0.000419380,0.000885939
US,USA,United States of America,US,840,8/28/2017,ISO 3166-2:US,,Americas,19,Northern America,1,21,0.007660097,0.001539982
AR,ARG,Argentina,AR,32,8/28/2017,ISO 3166-2:AR,,Americas,19,South America,1,5,0.000180359,0.000599632
BO,BOL,Bolivia (Plurinational State of),BO,68,8/28/2017,ISO 3166-2:BO,,Americas,19,South America,1,5,1.780709747e-06,0.000191748
BR,BRA,Brazil,BR,76,8/28/2017,ISO 3166-2:BR,,Americas,19,South America,1,5,0.000465439,0.000553311
CL,CHL,Chile,CL,152,8/28/2017,ISO 3166-2:CL,,Americas,19,South America,1,5,0.000145834,0.000588864
CO,COL,Colombia,CO,170,8/28/2017,ISO 3166-2:CO,,Americas,19,South America,1,5,6.088551097e-05,0.000694893
EC,ECU,Ecuador,EC,218,8/28/2017,ISO 3166-2:EC,,Americas,19,South America,1,5,1.042591717e-05,0.000383304
PE,PER,Peru,PE,604,8/28/2017,ISO 3166-2:PE,,Americas,19,South America,1,5,7.741935484e-05,0.000644016
PY,PRY,Paraguay,PY,600,8/28/2017,ISO 3166-2:PY,,Americas,19,South America,1,5,4.548652358e-06,0.000352839
UY,URY,Uruguay,UY,858,8/28/2017,ISO 3166-2:UY,,Americas,19,South America,1,5,2.509601301e-06,0.000149836
HK,HKG,Hong Kong,HK,344,8/28/2017,ISO 3166-2:HK,,Asia,142,Eastern Asia,1,30,4.580022374e-05,0.001482088
JP,JPN,Japan,JP,392,8/28/2017,ISO 3166-2:JP,,Asia,142,Eastern Asia,1,30,0.000101722,0.002413711
TW,TWN,"Taiwan, Province of China",TW,158,8/28/2017,ISO 3166-2:TW,,Asia,142,Eastern Asia,1,30,4.964766397e-05,0.001162523
ID,IDN,Indonesia,ID,360,8/28/2017,ISO 3166-2:ID,,Asia,142,South-Eastern Asia,1,35,0.000116088,0.001010778
MY,MYS,Malaysia,MY,458,8/28/2017,ISO 3166-2:MY,,Asia,142,South-Eastern Asia,1,35,6.445615694e-05,0.001050362
PH,PHL,Philippines,PH,608,8/28/2017,ISO 3166-2:PH,,Asia,142,South-Eastern Asia,1,35,0.000512660,0.002108196
SG,SGP,Singapore,SG,702,8/28/2017,ISO 3166-2:SG,,Asia,142,South-Eastern Asia,1,35,8.000276794e-05,0.001116823
TH,THA,Thailand,TH,764,8/28/2017,ISO 3166-2:TH,,Asia,142,South-Eastern Asia,1,35,7.445765624e-06,0.000605395
CY,CYP,Cyprus,CY,196,8/28/2017,ISO 3166-2:CY,,Asia,142,Western Asia,1,145,1.660765567e-07,0.000201780
TR,TUR,Turkey,TR,792,8/28/2017,ISO 3166-2:TR,,Asia,142,Western Asia,1,145,4.401951400e-05,0.000396834
BG,BGR,Bulgaria,BG,100,8/28/2017,ISO 3166-2:BG,,Europe,150,Eastern Europe,1,151,5.904944237e-07,0.000155928
CZ,CZE,Czech Republic,CZ,203,8/28/2017,ISO 3166-2:CZ,,Europe,150,Eastern Europe,1,151,1.430103683e-05,0.000507881
HU,HUN,Hungary,HU,348,8/28/2017,ISO 3166-2:HU,,Europe,150,Eastern Europe,1,151,7.122838986e-06,0.000392856
PL,POL,Poland,PL,616,8/28/2017,ISO 3166-2:PL,,Europe,150,Eastern Europe,1,151,6.868188266e-05,0.000629265
SK,SVK,Slovakia,SK,703,8/28/2017,ISO 3166-2:SK,,Europe,150,Eastern Europe,1,151,1.623859665e-06,0.000238548
DK,DNK,Denmark,DK,208,8/28/2017,ISO 3166-2:DK,,Europe,150,Northern Europe,1,154,0.000257317,0.001848272
EE,EST,Estonia,EE,233,8/28/2017,ISO 3166-2:EE,,Europe,150,Northern Europe,1,154,1.014912291e-06,0.000169006
FI,FIN,Finland,FI,246,8/28/2017,ISO 3166-2:FI,,Europe,150,Northern Europe,1,154,0.000112618,0.000895389
GB,GBR,United Kingdom,GB,826,8/28/2017,ISO 3166-2:GB,,Europe,150,Northern Europe,1,154,0.001085338,0.001214635
IE,IRL,Ireland,IE,372,8/28/2017,ISO 3166-2:IE,,Europe,150,Northern Europe,1,154,7.008430692e-05,0.001075097
IS,ISL,Iceland,IS,352,8/28/2017,ISO 3166-2:IS,,Europe,150,Northern Europe,1,154,6.403173908e-06,0.000644946
LT,LTU,Lithuania,LT,440,8/28/2017,ISO 3166-2:LT,,Europe,150,Northern Europe,1,154,1.264027126e-06,0.000218519
LV,LVA,Latvia,LV,428,8/28/2017,ISO 3166-2:LV,,Europe,150,Northern Europe,1,154,2.454242449e-06,0.000327077
NO,NOR,Norway,NO,578,8/28/2017,ISO 3166-2:NO,,Europe,150,Northern Europe,1,154,0.000480459,0.002409056
SE,SWE,Sweden,SE,752,8/28/2017,ISO 3166-2:SE,,Europe,150,Northern Europe,1,154,0.000912139,0.002260301
AD,AND,Andorra,AD,20,8/28/2017,ISO 3166-2:AD,,Europe,150,Southern Europe,1,39,0,0
